"sale_date","isbn","discount","item_id","order_id"
"28/8/2193","989-28-3705-492-6","","107258-31-2552","107258-32807"
"28/8/2193","989-28-79-45675-7","","107258-66-9506","107258-32807"
"28/8/2193","989-28-79-82125-8","","107258-67-746","107258-32807"
"28/8/2193","989-28-229-3157-7","","107258-24-4888","107258-32808"
"28/8/2193","989-28-229-9769-6","","107258-31-6963","107258-32808"
"28/8/2193","989-28-3705-492-6","","107258-35-7917","107258-32808"
"28/8/2193","989-28-3705-007-2","","107258-38-1522","107258-32809"
"28/8/2193","989-28-229-9769-6","","107258-43-5027","107258-32809"
"28/8/2193","989-28-3705-492-6","","107258-51-661","107258-32809"
"28/8/2193","989-28-79-23023-4","","107258-55-7576","107258-32810"
"28/8/2193","989-28-654-5018-9","","107258-65-7572","107258-32810"
"28/8/2193","989-28-3705-007-2","","107258-78-4770","107258-32810"
"28/8/2193","989-28-229-1404-4","","107258-82-8661","107258-32810"
"28/8/2193","989-28-229-5891-8","0,1","107258-42-4408","107258-32811"
"28/8/2193","989-28-79-13801-1","","107258-26-8226","107258-32811"
"28/8/2193","989-28-229-0197-6","","107258-29-745","107258-32811"
"28/8/2193","989-28-79-23023-4","","107258-8-823","107258-32811"
"29/8/2193","989-28-654-5018-9","0,15","107259-1-5630","107258-32870"
"29/8/2193","989-28-3705-007-2","","107259-80-2479","107259-32812"
"29/8/2193","989-28-3705-966-2","","107259-91-470","107259-32813"
"29/8/2193","989-28-3705-592-3","","107259-8-4997","107259-32814"
"29/8/2193","989-28-3705-966-2","","107259-80-3660","107259-32815"
"29/8/2193","989-28-3705-987-7","","107259-84-8647","107259-32816"
"29/8/2193","989-28-3705-138-3","","107259-32-6459","107259-32817"
"29/8/2193","989-28-3705-007-2","","107259-45-7330","107259-32818"
"29/8/2193","989-28-3705-649-4","","107259-19-1443","107259-32819"
"29/8/2193","989-28-3705-007-2","","107259-16-9994","107259-32820"
"29/8/2193","989-28-3705-987-7","","107259-31-8877","107259-32821"
"29/8/2193","989-28-3705-152-9","","107259-10-6693","107259-32822"
"29/8/2193","989-28-3705-007-2","","107259-85-2920","107259-32823"
"29/8/2193","989-28-3705-007-2","","107259-10-4967","107259-32824"
"29/8/2193","989-28-3705-007-2","","107259-21-740","107259-32825"
"29/8/2193","989-28-3705-138-3","","107259-31-3138","107259-32826"
"29/8/2193","989-28-3705-987-7","","107259-22-7359","107259-32827"
"29/8/2193","989-28-3705-007-2","","107259-32-3027","107259-32828"
"29/8/2193","989-28-3705-987-7","","107259-64-6339","107259-32829"
"29/8/2193","989-28-3705-054-6","","107259-20-624","107259-32830"
"29/8/2193","989-28-3705-007-2","","107259-18-5316","107259-32831"
"29/8/2193","989-28-3705-987-7","","107259-66-3692","107259-32832"
"29/8/2193","989-28-3705-649-4","","107259-25-6032","107259-32833"
"29/8/2193","989-28-3705-966-2","0,13","107259-42-7229","107259-32834"
"29/8/2193","989-28-3705-007-2","","107259-33-2326","107259-32835"
"29/8/2193","989-28-3705-007-2","","107259-63-8799","107259-32836"
"29/8/2193","989-28-3705-136-9","","107259-89-5830","107259-32837"
"29/8/2193","989-28-3705-583-1","","107259-89-7890","107259-32838"
"29/8/2193","989-28-3705-007-2","","107259-74-8285","107259-32839"
"29/8/2193","989-28-3705-007-2","","107259-57-4714","107259-32840"
"29/8/2193","989-28-3705-007-2","","107259-8-5360","107259-32841"
"29/8/2193","989-28-3705-987-7","","107259-27-7255","107259-32842"
"29/8/2193","989-28-3705-007-2","","107259-12-6993","107259-32843"
"29/8/2193","989-28-3705-007-2","","107259-89-8622","107259-32844"
"29/8/2193","989-28-3705-987-7","","107259-84-1382","107259-32845"
"29/8/2193","989-28-3705-007-2","","107259-29-6797","107259-32846"
"29/8/2193","989-28-3705-007-2","","107259-16-3683","107259-32847"
"29/8/2193","989-28-3705-987-7","","107259-24-2459","107259-32848"
"29/8/2193","989-28-3705-987-7","","107259-6-1469","107259-32849"
"29/8/2193","989-28-3705-007-2","","107259-47-1122","107259-32850"
"29/8/2193","989-28-79-11297-4","","107259-67-8781","107259-32851"
"29/8/2193","989-28-79-45675-7","","107259-1-6432","107259-32852"
"29/8/2193","989-28-79-07610-8","","107259-85-2565","107259-32853"
"29/8/2193","989-28-79-27078-0","","107259-5-4300","107259-32854"
"29/8/2193","989-28-79-01991-4","","107259-53-5596","107259-32855"
"29/8/2193","989-28-79-42728-3","","107259-35-5051","107259-32856"
"29/8/2193","989-28-79-45675-7","","107259-96-3434","107259-32857"
"29/8/2193","989-28-79-11297-4","","107259-28-5490","107259-32858"
"29/8/2193","989-28-79-21991-8","","107259-35-1265","107259-32859"
"29/8/2193","989-28-79-21991-8","","107259-77-7465","107259-32860"
"29/8/2193","989-28-79-04510-4","","107259-7-4170","107259-32861"
"29/8/2193","989-28-79-45675-7","","107259-86-1442","107259-32862"
"29/8/2193","989-28-79-30536-9","","107259-61-6736","107259-32863"
"29/8/2193","989-28-79-21991-8","","107259-97-5962","107259-32864"
"29/8/2193","989-28-79-11297-4","","107259-71-36","107259-32865"
"29/8/2193","989-28-79-45675-7","","107259-68-8292","107259-32866"
"29/8/2193","989-28-79-21991-8","","107259-13-8069","107259-32867"
"29/8/2193","989-28-79-04510-4","","107259-69-1672","107259-32868"
"29/8/2193","989-28-654-2017-5","","107259-82-5778","107259-32869"
"29/8/2193","989-28-654-7965-4","","107259-16-4037","107259-32871"
"29/8/2193","989-28-654-5018-9","0,15","107259-1-8714","107259-32872"
"29/8/2193","989-28-654-5018-9","","107259-97-3990","107259-32873"
"29/8/2193","989-28-79-05670-4","","107259-15-7279","107259-32874"
"29/8/2193","989-28-79-05670-4","","107259-91-1186","107259-32875"
"29/8/2193","989-28-79-69807-2","","107259-58-5293","107259-32876"
"29/8/2193","989-28-79-82749-6","","107259-54-8557","107259-32877"
"29/8/2193","989-28-79-13871-4","","107259-2-983","107259-32878"
"29/8/2193","989-28-79-69807-2","","107259-94-1652","107259-32879"
"29/8/2193","989-28-79-13871-4","","107259-7-1942","107259-32880"
"29/8/2193","989-28-79-69807-2","","107259-58-5292","107259-32881"
"29/8/2193","989-28-79-05670-4","","107259-72-8327","107259-32882"
"29/8/2193","989-28-79-05670-4","","107259-89-7315","107259-32883"
"29/8/2193","989-28-79-13871-4","","107259-5-2115","107259-32884"
"29/8/2193","989-28-79-13871-4","","107259-43-5957","107259-32885"
"29/8/2193","989-28-79-05670-4","","107259-87-5912","107259-32886"
"29/8/2193","989-28-79-13871-4","","107259-7-1941","107259-32887"
"29/8/2193","989-28-79-69807-2","","107259-49-6475","107259-32888"
"29/8/2193","989-28-79-69807-2","","107259-78-9842","107259-32889"
"29/8/2193","989-28-79-69807-2","","107259-16-1932","107259-32890"
"29/8/2193","989-28-79-82749-6","","107259-23-4046","107259-32891"
"29/8/2193","989-28-79-69807-2","","107259-21-9121","107259-32892"
"29/8/2193","989-28-79-05670-4","","107259-64-245","107259-32893"
"29/8/2193","989-28-79-69807-2","","107259-49-6474","107259-32894"
"29/8/2193","989-28-79-05670-4","","107259-84-2300","107259-32895"
"29/8/2193","989-28-79-69807-2","","107259-21-9120","107259-32896"
"29/8/2193","989-28-79-05670-4","","107259-88-9823","107259-32897"
"29/8/2193","989-28-79-69807-2","","107259-76-657","107259-32898"
"29/8/2193","989-28-79-05670-4","0,13","107259-42-8962","107259-32899"
"29/8/2193","989-28-79-13871-4","","107259-60-6329","107259-32900"
"29/8/2193","989-28-79-13871-4","","107259-29-1335","107259-32901"
"29/8/2193","989-28-79-13871-4","","107259-2-982","107259-32902"
"29/8/2193","989-28-79-69807-2","","107259-16-1931","107259-32903"
"29/8/2193","989-28-79-05670-4","","107259-4-2593","107259-32904"
"29/8/2193","989-28-79-13871-4","","107259-65-1480","107259-32905"
"29/8/2193","989-28-79-05670-4","","107259-91-2853","107259-32906"
"29/8/2193","989-28-79-69807-2","","107259-78-9841","107259-32907"
"29/8/2193","989-28-79-05670-4","","107259-94-6698","107259-32908"
"29/8/2193","989-28-79-13871-4","","107259-60-6328","107259-32909"
"29/8/2193","989-28-79-13871-4","","107259-65-1479","107259-32910"
"29/8/2193","989-28-79-13871-4","","107259-29-1334","107259-32911"
"29/8/2193","989-28-79-69807-2","","107259-94-1651","107259-32912"
"29/8/2193","989-28-654-4370-9","","107259-47-452","107259-32913"
"29/8/2193","989-28-229-6632-6","","107259-8-1770","107259-32914"
"29/8/2193","989-28-229-7592-2","","107259-63-6870","107259-32915"
"29/8/2193","989-28-229-7592-2","","107259-50-5578","107259-32916"
"29/8/2193","989-28-229-6632-6","","107259-53-9585","107259-32917"
"29/8/2193","989-28-229-1404-4","","107259-7-8904","107259-32918"
"29/8/2193","989-28-229-7592-2","","107259-86-2871","107259-32919"
"29/8/2193","989-28-229-7592-2","","107259-92-579","107259-32920"
"29/8/2193","989-28-229-1404-4","","107259-40-6335","107259-32921"
"29/8/2193","989-28-229-7592-2","","107259-98-6097","107259-32922"
"29/8/2193","989-28-229-3157-7","","107259-96-7151","107259-32923"
"29/8/2193","989-28-229-3157-7","","107259-74-6626","107259-32924"
"29/8/2193","989-28-229-3157-7","","107259-61-6711","107259-32925"
"29/8/2193","989-28-229-7592-2","","107259-39-3971","107259-32926"
"29/8/2193","989-28-229-6632-6","","107259-45-1332","107259-32927"
"29/8/2193","989-28-229-7592-2","","107259-69-1125","107259-32928"
"29/8/2193","989-28-229-7592-2","","107259-84-2410","107259-32929"
"29/8/2193","989-28-229-5891-8","0,1","107259-32-2426","107259-32930"
"29/8/2193","989-28-229-6632-6","","107259-77-9862","107259-32931"
"29/8/2193","989-28-229-9769-6","","107259-6-9970","107259-32932"
"29/8/2193","989-28-229-9769-6","","107259-16-3171","107259-32933"
"29/8/2193","989-28-79-23023-4","","107259-23-6381","107259-32934"
"29/8/2193","989-28-79-55824-6","","107259-54-3361","107259-32935"
"29/8/2193","989-28-79-74374-1","","107259-82-6242","107259-32936"
"29/8/2193","989-28-79-71565-6","","107259-37-3279","107259-32937"
"29/8/2193","989-28-79-23023-4","","107259-81-5413","107259-32938"
"29/8/2193","989-28-79-68089-3","0,05","107259-94-2248","107259-32939"
"29/8/2193","989-28-79-13801-1","","107259-1-2208","107259-32940"
"29/8/2193","989-28-79-74374-1","","107259-10-9096","107259-32941"
"29/8/2193","989-28-79-68089-3","0,05","107259-21-5981","107259-32942"
"29/8/2193","989-28-79-91028-0","","107259-58-4757","107259-32943"
"29/8/2193","989-28-79-23023-4","","107259-99-518","107259-32945"
"29/8/2193","989-28-79-91028-0","","107259-31-3150","107259-32946"
"29/8/2193","989-28-79-74374-1","","107259-83-4301","107259-32947"
"29/8/2193","989-28-79-40897-8","","107259-36-2935","107259-32948"
"29/8/2193","989-28-79-74374-1","","107259-37-8876","107259-32949"
"29/8/2193","989-28-79-13801-1","","107259-49-9055","107259-32950"
"29/8/2193","989-28-79-13801-1","0,13","107259-42-6091","107259-32951"
"29/8/2193","989-28-79-74374-1","","107259-6-6065","107259-32952"
"29/8/2193","989-28-79-74374-1","","107259-20-7221","107259-32953"
"29/8/2193","989-28-79-71565-6","","107259-38-8922","107259-32954"
"29/8/2193","989-28-79-23023-4","","107259-43-3888","107259-32955"
"29/8/2193","989-28-79-55824-6","","107259-94-4273","107259-32956"
"29/8/2193","989-28-79-13801-1","","107259-53-6239","107259-32957"
"29/8/2193","989-28-79-13801-1","","107259-78-7118","107259-32958"
"29/8/2193","989-28-79-13801-1","","107259-64-9912","107259-32959"
"29/8/2193","989-28-79-23023-4","","107259-84-6282","107259-32960"
"29/8/2193","989-28-79-23023-4","","107259-91-5659","107259-32961"
"29/8/2193","989-28-79-40897-8","","107259-16-8536","107259-32962"
"29/8/2193","989-28-79-91028-0","","107259-27-450","107259-32963"
"29/8/2193","989-28-79-74374-1","","107259-58-603","107259-32964"
"29/8/2193","989-28-79-13801-1","","107259-64-8063","107259-32965"
"29/8/2193","989-28-79-13801-1","","107259-48-17","107259-32966"
"29/8/2193","989-28-79-74374-1","","107259-43-1676","107259-32967"
"29/8/2193","989-28-79-13801-1","","107259-68-4525","107259-32968"
"29/8/2193","989-28-79-23023-4","","107259-3-3398","107259-32969"
"29/8/2193","989-28-79-23023-4","","107259-14-1041","107259-32970"
"29/8/2193","989-28-79-40897-8","","107259-34-4391","107259-32971"
"29/8/2193","989-28-79-68089-3","0,05","107259-47-2508","107259-32972"
"29/8/2193","989-28-79-13801-1","","107259-76-3606","107259-32973"
"29/8/2193","989-28-79-68089-3","0,05","107259-25-5133","107259-32974"
"29/8/2193","989-28-79-23023-4","","107259-58-2302","107259-32975"
"29/8/2193","989-28-79-23023-4","","107259-58-9825","107259-32976"
"29/8/2193","989-28-79-13801-1","","107259-82-5293","107259-32977"
"29/8/2193","989-28-79-26824-4","","107259-98-3314","107259-32978"
"29/8/2193","989-28-79-26824-4","","107259-33-4564","107259-32979"
"29/8/2193","989-28-79-23023-4","","107259-35-4031","107259-32980"
"29/8/2193","989-28-79-23023-4","","107259-14-9487","107259-32981"
"29/8/2193","989-28-79-13801-1","","107259-10-6749","107259-32982"
"29/8/2193","989-28-79-13801-1","","107259-71-1202","107259-32983"
"29/8/2193","989-28-79-26824-4","","107259-81-3875","107259-32984"
"29/8/2193","989-28-79-68089-3","0,05","107259-31-8809","107259-32985"
"29/8/2193","989-28-79-13801-1","","107259-57-1116","107259-32986"
"29/8/2193","989-28-79-71565-6","","107259-67-5406","107259-32987"
"29/8/2193","989-28-79-13801-1","","107259-15-4505","107259-32988"
"29/8/2193","989-28-79-26824-4","","107259-98-2369","107259-32989"
"29/8/2193","989-28-79-23023-4","","107259-70-7109","107259-32990"
"29/8/2193","989-28-79-40897-8","","107259-18-300","107259-32991"
"29/8/2193","989-28-79-23023-4","","107259-43-395","107259-32992"
"29/8/2193","989-28-79-55752-2","","107259-57-8892","107259-32993"
"29/8/2193","989-28-79-23023-4","","107259-8-9302","107259-32994"
"29/8/2193","989-28-79-74374-1","","107259-1-6036","107259-32995"
"29/8/2193","989-28-79-23023-4","","107259-41-3913","107259-32996"
"29/8/2193","989-28-79-71565-6","","107259-68-6858","107259-32997"
"29/8/2193","989-28-79-74374-1","","107259-39-558","107259-32998"
"29/8/2193","989-28-79-74374-1","","107259-78-3055","107259-32999"
"29/8/2193","989-28-79-26824-4","","107259-54-5904","107259-33000"
"29/8/2193","989-28-79-68089-3","0,05","107259-91-7210","107259-33001"
"29/8/2193","989-28-79-91028-0","","107259-76-9661","107259-33002"
"29/8/2193","989-28-79-23023-4","","107259-96-5546","107259-33003"
"29/8/2193","989-28-79-13801-1","","107259-75-9379","107259-33004"
"29/8/2193","989-28-79-74374-1","","107259-94-5590","107259-33005"
"29/8/2193","989-28-79-74374-1","","107259-5-4742","107259-33006"
"29/8/2193","989-28-79-74374-1","","107259-53-11","107259-33007"
"29/8/2193","989-28-3705-222-9","","107259-49-3917","107259-33008"
"29/8/2193","989-28-3705-492-6","","107259-78-5015","107259-33009"
"29/8/2193","989-28-3705-222-9","","107259-34-3962","107259-33010"
"29/8/2193","989-28-3705-222-9","","107259-40-8532","107259-33011"
"29/8/2193","989-28-3705-492-6","","107259-32-6565","107259-33012"
"29/8/2193","989-28-3705-492-6","","107259-10-7555","107259-33013"
"29/8/2193","989-28-3705-222-9","","107259-70-7566","107259-33014"
"29/8/2193","989-28-3705-492-6","","107259-48-2988","107259-33015"
"29/8/2193","989-28-3705-222-9","","107259-80-264","107259-33016"
"29/8/2193","989-28-3705-633-3","","107259-71-3034","107259-33017"
"29/8/2193","989-28-3705-222-9","","107259-71-367","107259-33018"
"29/8/2193","989-28-79-23015-9","","107259-27-2005","107259-33019"
"29/8/2193","989-28-3705-222-9","","107259-46-407","107259-33020"
"29/8/2193","989-28-3705-492-6","","107259-45-448","107259-33021"
"29/8/2193","989-28-3705-007-2","","107259-18-1287","107259-33022"
"29/8/2193","989-28-3705-592-3","","107259-25-3838","107259-33022"
"29/8/2193","989-28-3705-369-1","","107259-31-7624","107259-33023"
"29/8/2193","989-28-3705-138-3","","107259-67-9970","107259-33023"
"29/8/2193","989-28-3705-007-2","","107259-35-5256","107259-33024"
"29/8/2193","989-28-3705-592-3","","107259-79-5771","107259-33024"
"29/8/2193","989-28-3705-007-2","","107259-41-9222","107259-33025"
"29/8/2193","989-28-79-18127-7","","107259-53-40","107259-33025"
"29/8/2193","989-28-79-32105-5","","107259-33-442","107259-33026"
"29/8/2193","989-28-79-18127-7","","107259-55-6344","107259-33026"
"29/8/2193","989-28-79-13871-4","","107259-43-5956","107259-33027"
"29/8/2193","989-28-79-69807-2","","107259-76-656","107259-33027"
"29/8/2193","989-28-79-82749-6","","107259-23-4045","107259-33028"
"29/8/2193","989-28-654-2620-7","","107259-58-1139","107259-33028"
"29/8/2193","989-28-229-7592-2","","107259-36-2570","107259-33029"
"29/8/2193","989-28-229-3157-7","","107259-4-7869","107259-33029"
"29/8/2193","989-28-229-9769-6","","107259-31-1693","107259-33030"
"29/8/2193","989-28-229-1404-4","","107259-40-9030","107259-33030"
"29/8/2193","989-28-229-9769-6","","107259-64-2766","107259-33031"
"29/8/2193","989-28-229-0197-6","","107259-67-1476","107259-33031"
"29/8/2193","989-28-229-9769-6","","107259-67-527","107259-33032"
"29/8/2193","989-28-229-1404-4","","107259-95-5217","107259-33032"
"29/8/2193","989-28-79-13801-1","","107259-4-3996","107259-33033"
"29/8/2193","989-28-79-13801-1","","107259-84-4655","107259-33033"
"29/8/2193","989-28-79-68089-3","0,05","107259-79-5288","107259-33034"
"29/8/2193","989-28-79-40897-8","","107259-53-7654","107259-33034"
"29/8/2193","989-28-79-74374-1","","107259-65-8469","107259-33035"
"29/8/2193","989-28-79-13801-1","","107259-78-4980","107259-33035"
"29/8/2193","989-28-79-55752-2","","107259-54-8615","107259-33036"
"29/8/2193","989-28-79-91028-0","","107259-58-8002","107259-33036"
"29/8/2193","989-28-79-74374-1","","107259-76-9288","107259-33037"
"29/8/2193","989-28-79-91028-0","","107259-98-3922","107259-33037"
"29/8/2193","989-28-79-68089-3","0,05","107259-35-7976","107259-33038"
"29/8/2193","989-28-79-74374-1","","107259-5-3542","107259-33038"
"29/8/2193","989-28-3705-007-2","","107259-10-2898","107259-33039"
"29/8/2193","989-28-79-13871-4","","107259-5-2114","107259-33039"
"29/8/2193","989-28-79-03683-6","","107259-68-9926","107259-33039"
"29/8/2193","989-28-654-5018-9","0,15","107259-1-1251","107259-33040"
"29/8/2193","989-28-79-61125-5","","107259-15-533","107259-33040"
"29/8/2193","989-28-654-0127-3","","107259-85-8560","107259-33040"
"29/8/2193","989-28-79-13801-1","","107259-45-1067","107259-33041"
"29/8/2193","989-28-79-82749-6","","107259-54-8556","107259-33041"
"29/8/2193","989-28-3705-007-2","","107259-83-4516","107259-33041"
"29/8/2193","989-28-229-5891-8","0,1","107259-59-4478","107259-33042"
"29/8/2193","989-28-3705-007-2","","107259-38-2884","107259-33042"
"29/8/2193","989-28-79-26824-4","","107259-52-6591","107259-33042"
"29/8/2193","989-28-229-1404-4","","107259-75-6058","107259-33043"
"29/8/2193","989-28-79-26824-4","","107259-8-3034","107259-33043"
"29/8/2193","989-28-79-74374-1","","107259-36-1480","107259-33044"
"29/8/2193","989-28-79-03683-6","","107259-4-6562","107259-33044"
"29/8/2193","989-28-79-13801-1","","107259-92-6996","107259-33044"
"29/8/2193","989-28-79-16826-1","","107259-12-6335","107259-33045"
"29/8/2193","989-28-3705-492-6","","107259-67-122","107259-33045"
"29/8/2193","989-28-79-68089-3","0,05","107259-37-9012","107259-33046"
"29/8/2193","989-28-79-71565-6","","107259-15-3273","107259-33046"
"29/8/2193","989-28-79-44730-4","","107259-67-2210","107259-33046"
"29/8/2193","989-28-79-23023-4","","107259-99-4763","107259-33046"
"29/8/2193","989-28-3705-492-6","","107259-1-5584","107259-33047"
"29/8/2193","989-28-79-13801-1","","107259-16-8143","107259-33047"
"30/8/2193","989-28-654-5018-9","0,15","107260-1-5357","107233-33103"
"30/8/2193","989-28-3705-592-3","","107260-58-2045","107260-33048"
"30/8/2193","989-28-3705-007-2","","107260-18-2395","107260-33049"
"30/8/2193","989-28-3705-987-7","","107260-22-6169","107260-33050"
"30/8/2193","989-28-3705-007-2","","107260-46-9346","107260-33051"
"30/8/2193","989-28-3705-987-7","","107260-59-2836","107260-33052"
"30/8/2193","989-28-3705-987-7","","107260-74-7849","107260-33053"
"30/8/2193","989-28-3705-987-7","","107260-1-7329","107260-33054"
"30/8/2193","989-28-3705-987-7","","107260-20-7288","107260-33055"
"30/8/2193","989-28-3705-987-7","","107260-2-9342","107260-33056"
"30/8/2193","989-28-3705-987-7","","107260-31-4462","107260-33057"
"30/8/2193","989-28-3705-007-2","","107260-75-170","107260-33058"
"30/8/2193","989-28-3705-007-2","","107260-20-7031","107260-33059"
"30/8/2193","989-28-3705-987-7","","107260-22-8233","107260-33060"
"30/8/2193","989-28-3705-987-7","","107260-44-2833","107260-33061"
"30/8/2193","989-28-3705-007-2","","107260-49-5674","107260-33062"
"30/8/2193","989-28-3705-649-4","","107260-18-2188","107260-33063"
"30/8/2193","989-28-3705-007-2","","107260-1-5757","107260-33064"
"30/8/2193","989-28-3705-138-3","","107260-1-3645","107260-33065"
"30/8/2193","989-28-3705-136-9","","107260-79-4368","107260-33066"
"30/8/2193","989-28-3705-649-4","","107260-18-323","107260-33067"
"30/8/2193","989-28-3705-007-2","","107260-95-6836","107260-33068"
"30/8/2193","989-28-3705-987-7","","107260-74-42","107260-33069"
"30/8/2193","989-28-3705-007-2","","107260-16-2046","107260-33070"
"30/8/2193","989-28-3705-007-2","","107260-10-5286","107260-33071"
"30/8/2193","989-28-3705-007-2","","107260-59-4296","107260-33072"
"30/8/2193","989-28-3705-987-7","","107260-40-3508","107260-33073"
"30/8/2193","989-28-3705-592-3","","107260-65-7636","107260-33074"
"30/8/2193","989-28-3705-007-2","","107260-37-3609","107260-33075"
"30/8/2193","989-28-3705-138-3","","107260-65-7207","107260-33076"
"30/8/2193","989-28-3705-007-2","","107260-38-5617","107260-33077"
"30/8/2193","989-28-3705-966-2","","107260-57-5768","107260-33078"
"30/8/2193","989-28-3705-007-2","","107260-64-3279","107260-33079"
"30/8/2193","989-28-3705-007-2","","107260-97-2326","107260-33080"
"30/8/2193","989-28-79-30536-9","","107260-34-6879","107260-33081"
"30/8/2193","989-28-79-45675-7","","107260-23-3962","107260-33082"
"30/8/2193","989-28-79-45675-7","","107260-36-196","107260-33083"
"30/8/2193","989-28-79-11297-4","","107260-53-3780","107260-33084"
"30/8/2193","989-28-79-61125-5","","107260-80-6038","107260-33085"
"30/8/2193","989-28-79-01991-4","","107260-65-7214","107260-33086"
"30/8/2193","989-28-79-45675-7","","107260-16-817","107260-33087"
"30/8/2193","989-28-79-21991-8","","107260-18-4389","107260-33088"
"30/8/2193","989-28-79-04510-4","","107260-82-8085","107260-33089"
"30/8/2193","989-28-79-32105-5","","107260-40-4205","107260-33090"
"30/8/2193","989-28-79-45675-7","","107260-82-6593","107260-33091"
"30/8/2193","989-28-79-30536-9","","107260-96-3506","107260-33092"
"30/8/2193","989-28-79-45675-7","","107260-24-9262","107260-33093"
"30/8/2193","989-28-79-01991-4","","107260-28-1907","107260-33094"
"30/8/2193","989-28-79-18127-7","","107260-52-2331","107260-33095"
"30/8/2193","989-28-79-18127-7","","107260-73-7467","107260-33096"
"30/8/2193","989-28-79-27078-0","","107260-10-2750","107260-33097"
"30/8/2193","989-28-79-86624-2","","107260-85-9697","107260-33098"
"30/8/2193","989-28-79-45675-7","","107260-11-2398","107260-33099"
"30/8/2193","989-28-79-61125-5","","107260-18-7572","107260-33100"
"30/8/2193","989-28-79-32105-5","","107260-45-2256","107260-33101"
"30/8/2193","989-28-79-11297-4","","107260-15-6761","107260-33102"
"30/8/2193","989-28-654-0127-3","","107260-91-9313","107260-33104"
"30/8/2193","989-28-79-69807-2","","107260-73-359","107260-33105"
"30/8/2193","989-28-79-69807-2","","107260-51-1682","107260-33106"
"30/8/2193","989-28-79-69807-2","","107260-57-9396","107260-33107"
"30/8/2193","989-28-79-82749-6","","107260-24-4111","107260-33108"
"30/8/2193","989-28-79-69807-2","","107260-89-4564","107260-33109"
"30/8/2193","989-28-79-13871-4","","107260-94-9126","107260-33110"
"30/8/2193","989-28-79-69807-2","","107260-51-9886","107260-33111"
"30/8/2193","989-28-79-13871-4","","107260-51-1365","107260-33112"
"30/8/2193","989-28-79-13871-4","","107260-51-1364","107260-33113"
"30/8/2193","989-28-79-82749-6","","107260-24-4110","107260-33114"
"30/8/2193","989-28-79-82749-6","","107260-17-5341","107260-33115"
"30/8/2193","989-28-79-05670-4","","107260-65-1792","107260-33116"
"30/8/2193","989-28-79-69807-2","","107260-98-3168","107260-33117"
"30/8/2193","989-28-79-22562-9","","107260-49-1628","107260-33118"
"30/8/2193","989-28-79-82749-6","","107260-63-9303","107260-33119"
"30/8/2193","989-28-79-13871-4","","107260-50-5069","107260-33120"
"30/8/2193","989-28-79-13871-4","","107260-52-8579","107260-33121"
"30/8/2193","989-28-79-69807-2","","107260-98-3167","107260-33122"
"30/8/2193","989-28-79-82749-6","","107260-63-9302","107260-33123"
"30/8/2193","989-28-79-69807-2","","107260-51-9885","107260-33124"
"30/8/2193","989-28-79-69807-2","","107260-89-4563","107260-33125"
"30/8/2193","989-28-79-13871-4","","107260-50-5068","107260-33126"
"30/8/2193","989-28-79-82749-6","","107260-75-4371","107260-33127"
"30/8/2193","989-28-79-13871-4","","107260-83-5661","107260-33128"
"30/8/2193","989-28-79-13871-4","","107260-52-8578","107260-33129"
"30/8/2193","989-28-79-69807-2","","107260-73-358","107260-33130"
"30/8/2193","989-28-79-13871-4","","107260-84-2391","107260-33131"
"30/8/2193","989-28-79-82749-6","","107260-17-5340","107260-33132"
"30/8/2193","989-28-79-13871-4","","107260-84-2390","107260-33133"
"30/8/2193","989-28-79-13871-4","","107260-6-9182","107260-33134"
"30/8/2193","989-28-79-05670-4","","107260-22-3572","107260-33135"
"30/8/2193","989-28-79-82749-6","","107260-75-4370","107260-33136"
"30/8/2193","989-28-79-69807-2","","107260-51-1681","107260-33137"
"30/8/2193","989-28-79-05670-4","","107260-72-1453","107260-33138"
"30/8/2193","989-28-79-05670-4","","107260-16-1794","107260-33139"
"30/8/2193","989-28-79-69807-2","","107260-87-8289","107260-33140"
"30/8/2193","989-28-79-13871-4","","107260-28-4295","107260-33141"
"30/8/2193","989-28-79-13871-4","","107260-94-9125","107260-33142"
"30/8/2193","989-28-79-13871-4","","107260-90-9420","107260-33143"
"30/8/2193","989-28-79-69807-2","","107260-87-8288","107260-33144"
"30/8/2193","989-28-654-0047-4","","107260-57-5349","107260-33145"
"30/8/2193","989-28-229-6632-6","","107260-37-6200","107260-33146"
"30/8/2193","989-28-229-6632-6","","107260-43-9482","107260-33147"
"30/8/2193","989-28-229-7592-2","","107260-78-4248","107260-33148"
"30/8/2193","989-28-229-1404-4","","107260-62-5040","107260-33149"
"30/8/2193","989-28-229-6632-6","","107260-66-8920","107260-33150"
"30/8/2193","989-28-229-9769-6","","107260-87-3646","107260-33151"
"30/8/2193","989-28-229-6632-6","","107260-1-1278","107260-33152"
"30/8/2193","989-28-229-5891-8","0,1","107260-11-507","107260-33153"
"30/8/2193","989-28-229-9769-6","","107260-91-1607","107260-33154"
"30/8/2193","989-28-229-6632-6","","107260-48-7275","107260-33155"
"30/8/2193","989-28-229-3157-7","","107260-7-9130","107260-33156"
"30/8/2193","989-28-229-6632-6","","107260-10-1125","107260-33157"
"30/8/2193","989-28-229-1404-4","","107260-65-6869","107260-33158"
"30/8/2193","989-28-229-6632-6","","107260-16-728","107260-33159"
"30/8/2193","989-28-229-1404-4","","107260-77-9618","107260-33160"
